movie_index,genres,homepage,keywords,overview,production_year,title,director,writer,actors,poster,ratings
3622,Action Comedy Thriller,,,Two aspiring boxers lifelong friends get involved in a money-laundering scheme through a low-level organized crime group.,2001,Made,Jon Favreau,Jon Favreau,"Jon Favreau, Vince Vaughn, Joe Goossen, Famke Janssen",https://m.media-amazon.com/images/M/MV5BODU1ZTFjN2EtZmZkYS00MWIzLThlZjEtMzExMGY1ZjIxMGY3XkEyXkFqcGdeQXVyNDk3NzU2MTQ@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '6.4/10'}, {'Source': 'Rotten Tomatoes', 'Value': '71%'}, {'Source': 'Metacritic', 'Value': '62/100'}]"
3623,Science Fiction Drama,http://www.sonyclassics.com/moon/,moon artificial intelligence clone isolation future,"With only three weeks left in his three year contract, Sam Bell is getting anxious to finally return to Earth. He is the only occupant of a Moon-based manufacturing facility along with his computer and assistant, GERTY. When he has an accident however, he wakens to find that he is not alone.",2009,Moon,Duncan Jones,"Duncan Jones (story), Nathan Parker","Sam Rockwell, Kevin Spacey, Dominique McElligott, Rosie Shaw",https://m.media-amazon.com/images/M/MV5BMTgzODgyNTQwOV5BMl5BanBnXkFtZTcwNzc0NTc0Mg@@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '7.9/10'}, {'Source': 'Rotten Tomatoes', 'Value': '90%'}, {'Source': 'Metacritic', 'Value': '67/100'}]"
3624,Comedy,,bar mitvah party independent film,"All hilarity breaks loose in this heartwarming coming-of-age comedy when three generations of Fiedlers collide in a crazy family reunion. As they prepare for the biggest Bar Mitzvah on the block, they begin to see that they're much more alike than they'd originally thought.",2006,Keeping Up with the Steins,Scott Marshall,Mark Zakarin,"Daryl Sabara, Jami Gertz, Jeremy Piven, Cheryl Hines",https://m.media-amazon.com/images/M/MV5BMTQ3NjAyNDQxMV5BMl5BanBnXkFtZTYwNTAzMTQ3._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '5.3/10'}, {'Source': 'Rotten Tomatoes', 'Value': '36%'}, {'Source': 'Metacritic', 'Value': '57/100'}]"
3625,Documentary,,prehistoric dinosaur imax underwater scene 3d,"Through the power of IMAX 3D, experience a wondrous adventure from the dinosaur age. Join Julie, an imaginative young woman, in a unique voyage through time and space. Explore an amazing underwater universe inhabited by larger-than-life creatures which were ruling the seas before dinosaurs conquered the earth. See science come alive in an entertaining manner and get ready for a face-to-face encounter with the T-Rex of the seas!",2010,Sea Rex 3D: Journey to a Prehistoric World,"Ronan Chapalain, Pascal Vuong","Ronan Chapalain, Richard Dowlearn (screenplay), Pascal Vuong","Guillaume Denaiffe, Norbert Ferrer, Chloe Hollings, Richard Rider",https://m.media-amazon.com/images/M/MV5BMTI3OTI0MDMzOV5BMl5BanBnXkFtZTcwNzk4NjkyMw@@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '6.7/10'}]"
3626,Drama,,canada suffering village paralysis independent film,"A small mountain community in Canada is devastated when a school bus accident leaves more than a dozen of its children dead. A big-city lawyer arrives to help the survivors' and victims' families prepare a class-action suit, but his efforts only seem to push the townspeople further apart. At the same time, one teenage survivor of the accident has to reckon with the loss of innocence brought about by a different kind of damage.",1997,The Sweet Hereafter,Atom Egoyan,"Russell Banks (novel), Atom Egoyan (screenplay)","Ian Holm, Caerthan Banks, Sarah Polley, Tom McCamus",https://m.media-amazon.com/images/M/MV5BZTYxYzhlMTItOWQwNC00ZjFmLWFiYzMtNzQ2M2NjN2E3YmIxXkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '7.5/10'}, {'Source': 'Rotten Tomatoes', 'Value': '100%'}, {'Source': 'Metacritic', 'Value': '91/100'}]"
3627,Drama History,http://www.sonyclassics.com/ofgodsandmen/,monk sunrise medicine hostage evacuation,"French drama based on the 1996 kidnapping and killing of seven monks in Algeria. A group of Trappist monks reside in the monastery of Tibhirine in Algeria, where they live in harmony with the largely muslim population. When a bloody conflict between Algeria's army and Muslim Jihadi insurgents disrupts the peace, they are forced to consider fleeing the monastery and deserting the villagers they have ministered to. In the face of deadly violence the monks wrestle with their faith and their convictions, eventually deciding to stay and help their neighbours keep the army and the insurgents at bay.",2010,Of Gods and Men,Xavier Beauvois,"Xavier Beauvois (adaptation), Etienne Comar (scenario)","Lambert Wilson, Michael Lonsdale, Olivier Rabourdin, Philippe Laudenbach",https://m.media-amazon.com/images/M/MV5BMTI5OTE1MDU0MV5BMl5BanBnXkFtZTcwNjE3NjkzNA@@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '7.2/10'}, {'Source': 'Rotten Tomatoes', 'Value': '92%'}, {'Source': 'Metacritic', 'Value': '86/100'}]"
3628,Comedy Drama,http://www.bottleshockthemovie.com/,wine garden wine winzer,"Paris-based wine expert Steven Spurrier heads to California in search of cheap wine that he can use for a blind taste test in the French capital. Stumbling upon the Napa Valley, the stuck-up Englishman is shocked to discover a winery turning out top-notch chardonnay. Determined to make a name for himself, he sets about getting the booze back to Paris.",2008,Bottle Shock,Randall Miller,"Jody Savin (screenplay), Randall Miller (screenplay), Ross Schwartz (screenplay), Ross Schwartz (story), Lannette Pabon (story), Jody Savin (story), Randall Miller (story)","Chris Pine, Hal B. Klein, Alan Rickman, Jean-Michel Richaud",https://m.media-amazon.com/images/M/MV5BMTI5NjgzMzI0MV5BMl5BanBnXkFtZTcwMTI3MTc3MQ@@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '6.8/10'}, {'Source': 'Rotten Tomatoes', 'Value': '49%'}, {'Source': 'Metacritic', 'Value': '56/100'}]"
3629,Comedy Horror Science Fiction,,double life musical jekyll and hyde,Dr. Jekyll (Mark Blankfield) inhales white powder and becomes an obnoxious Southern Californian.,1982,Jekyll and Hyde ... Together Again,Jerry Belson,"Monica Mcgowan Johnson, Harvey Miller, Jerry Belson, Michael Leeson, Robert Louis Stevenson (novel)","Mark Blankfield, Bess Armstrong, Krista Errickson, Tim Thomerson",https://m.media-amazon.com/images/M/MV5BZGM4Njk0NjgtN2VlMi00ZjBlLWEzNDYtMDRlYzEzY2UxMzE5XkEyXkFqcGdeQXVyNzc5MjA3OA@@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '6.3/10'}]"
3630,Drama Fantasy,http://www.miramax.com/movie/heavenly-creatures,mother sex secret obsession literature,"Based on the true story of Juliet Hulme and Pauline Parker, two close friends who share a love of fantasy and literature, who conspire to kill Pauline's mother when she tries to end the girls' intense and obsessive relationship.",1994,Heavenly Creatures,Peter Jackson,"Fran Walsh (screenplay), Peter Jackson (screenplay)","Melanie Lynskey, Kate Winslet, Sarah Peirse, Diana Kent",https://m.media-amazon.com/images/M/MV5BZjUwNGIwNDctZmQ1ZC00YTEzLWI3MzQtZGMyODlmZGU4ZDdhXkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '7.3/10'}, {'Source': 'Rotten Tomatoes', 'Value': '92%'}]"
3631,Drama,,hospital church,"A man involved in a horrific car crash is pronounced dead, only to come back to life an hour and a half later, claiming to have seen Heaven.",2015,90 Minutes in Heaven,Michael Polish,"Michael Polish (screenplay by), Don Piper (based on the book by), Cecil Murphey (based on the book by)","Hayden Christensen, Kate Bosworth, Hudson Meek, Bobby Batson",https://m.media-amazon.com/images/M/MV5BMjE5ODE3Mjc1MF5BMl5BanBnXkFtZTgwNzAwMzAyNjE@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '4.8/10'}, {'Source': 'Rotten Tomatoes', 'Value': '24%'}, {'Source': 'Metacritic', 'Value': '28/100'}]"
3632,Comedy Drama Romance,http://www.everythingmustgo-themovie.com,alcohol arizona beer playboy independent film,"When an alcoholic relapses, causing him to lose his wife and his job, he holds a yard sale on his front lawn in an attempt to start over. A new neighbor might be the key to his return to form.",2010,Everything Must Go,Dan Rush,"Dan Rush, Raymond Carver (short story ""Why Don't You Dance"")","Will Ferrell, Christopher Jordan Wallace, Rebecca Hall, Michael Peña",https://m.media-amazon.com/images/M/MV5BMjEwMjI0NjU2NF5BMl5BanBnXkFtZTcwMDk5Mjc4NA@@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '6.4/10'}, {'Source': 'Rotten Tomatoes', 'Value': '73%'}, {'Source': 'Metacritic', 'Value': '65/100'}]"
3633,Comedy Crime Mystery Thriller,,detective blackmail independent film,"Daryl Zero is a private investigator. Along with his assistant, Steve Arlo he solves impossible crimes and puzzles. Though a master investigator, when he is not working, Zero doesn't know what to do with himself. He has no social skills, writes bad music, and drives Arlo crazy. In his latest case, Zero must find out who is blackmailing a rich executive, and when his client won't tell him, why.",1998,Zero Effect,Jake Kasdan,Jake Kasdan,"Bill Pullman, Ben Stiller, Ryan O'Neal, Kim Dickens",https://m.media-amazon.com/images/M/MV5BZjUwMDk0MTgtMmJkMS00YmFhLTk2MzYtYmU1OTk0ZTI3NDhhXkEyXkFqcGdeQXVyNjMwMjk0MTQ@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '6.9/10'}, {'Source': 'Rotten Tomatoes', 'Value': '64%'}]"
3634,Thriller Drama,,factory insomnia post it machinist cleaning bathroom tile,"The Machinist is the story of Trevor Reznik, a lathe-operator who is dying of insomnia. In a machine shop, occupational hazards are bad enough under normal circumstances; yet for Trevor the risks are compounded by fatigue. Trevor has lost the ability to sleep. This is no ordinary insomnia...",2004,The Machinist,Brad Anderson,Scott Kosar,"Christian Bale, Jennifer Jason Leigh, Aitana Sánchez-Gijón, John Sharian",https://m.media-amazon.com/images/M/MV5BNjk1NzBlY2YtNjJmNi00YTVmLWI2OTgtNDUxNDE5NjUzZmE0XkEyXkFqcGdeQXVyNTc1NTQxODI@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '7.7/10'}, {'Source': 'Rotten Tomatoes', 'Value': '77%'}, {'Source': 'Metacritic', 'Value': '61/100'}]"
3635,Drama Crime,,suicide drug dealer redemption addict existentialism,"A drug dealer with upscale clientele is having moral problems going about his daily deliveries. A reformed addict, he has never gotten over the wife that left him, and the couple that use him for deliveries worry about his mental well-being and his effectiveness at his job. Meanwhile someone is killing women in apparently drug-related incidents.",1992,Light Sleeper,Paul Schrader,Paul Schrader,"Willem Dafoe, Susan Sarandon, Dana Delany, David Clennon",https://m.media-amazon.com/images/M/MV5BZDA3YzZhZjAtYWFiMC00M2Q4LTk5YzQtOGY3MTljMzMyOGViXkEyXkFqcGdeQXVyNjc1NTYyMjg@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '6.8/10'}, {'Source': 'Rotten Tomatoes', 'Value': '87%'}, {'Source': 'Metacritic', 'Value': '70/100'}]"
3636,Thriller Crime Drama Mystery,,biography,A reporter becomes the target of a vicious smear campaign that drives him to the point of suicide after he exposes the CIA's role in arming Contra rebels in Nicaragua and importing cocaine into California. Based on the true story of journalist Gary Webb.,2014,Kill the Messenger,Michael Cuesta,"Peter Landesman, Gary Webb (book), Nick Schou (book)","Jeremy Renner, Robert Patrick, Jena Sims, Robert Pralgo",https://m.media-amazon.com/images/M/MV5BNDM5MDIxNzYyNV5BMl5BanBnXkFtZTgwMDUzMTk4MTE@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '6.9/10'}, {'Source': 'Rotten Tomatoes', 'Value': '77%'}, {'Source': 'Metacritic', 'Value': '60/100'}]"
3637,Drama,http://www.rabbitholefilm.com/,loss of son trauma toy marriage grief,Life for a happy couple is turned upside down after their young son dies in an accident.,2010,Rabbit Hole,John Cameron Mitchell,"David Lindsay-Abaire (screenplay), David Lindsay-Abaire (based on his play: ""Rabbit Hole"")","Nicole Kidman, Aaron Eckhart, Dianne Wiest, Miles Teller",https://m.media-amazon.com/images/M/MV5BMjEzOTU0NjMxNF5BMl5BanBnXkFtZTcwNzc5MDUxNA@@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '7.0/10'}, {'Source': 'Rotten Tomatoes', 'Value': '86%'}, {'Source': 'Metacritic', 'Value': '76/100'}]"
3638,Comedy Drama Crime,,new york hotel based on novel birthday bath,"The New York club scene of the 80s and 90s was a world like no other. Into this candy-colored, mirror ball playground stepped Michael Alig, a wannabe from nowhere special. Under the watchful eye of veteran club kid James St. James, Alig quickly rose to the top... and there was no place to go but down.",2003,Party Monster,"Fenton Bailey, Randy Barbato","Fenton Bailey, Randy Barbato, James St. James (book)","Seth Green, Macaulay Culkin, Diana Scarwid, Dillon Woolley",https://m.media-amazon.com/images/M/MV5BYjZlMWM1MGEtY2M5OS00MWZhLWI1OGUtYTAwY2JlM2U1ZTgwXkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '6.3/10'}, {'Source': 'Rotten Tomatoes', 'Value': '29%'}, {'Source': 'Metacritic', 'Value': '36/100'}]"
3639,Horror Crime Thriller,http://greenroom-movie.com/,skinhead heroin music cover-up murder,A young punk rock band find themselves trapped in a secluded venue after stumbling upon a horrific act of violence.,2016,Green Room,N/A,N/A,"Kevin Michael Shiley, Danielle Montezinos, Andre Bello-Jones, Sarah A. Newton",https://m.media-amazon.com/images/M/MV5BZWI2MWEzOTQtMWEyZC00YmIyLTllZWYtZmU2MWRjY2E0ZDJhXkEyXkFqcGdeQXVyMTk3ODgzMzU@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '2.2/10'}]"
3640,Comedy Drama Romance,,sex adultery depression infidelity nightclub,"Priscilla and Jack appear to be the perfect couple, but they have a secret: She is sexually frustrated. They separate in the hope of resolving the situation. While Jack moves into a bachelor pad and begins an affair with a student, Priscilla discovers the joys of self-pleasuring and finds an unusual bed-mate.",2006,The Oh in Ohio,Billy Kent,"Sarah Bird (story), Billy Kent (story), Adam Wierzbianski (screenplay), Adam Wierzbianski (story)","Parker Posey, Danny DeVito, Winter Ave Zoli, Miranda Bailey",https://m.media-amazon.com/images/M/MV5BMTY2MjM1OTk1OF5BMl5BanBnXkFtZTcwNzE2NzYzMQ@@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '5.5/10'}, {'Source': 'Rotten Tomatoes', 'Value': '22%'}, {'Source': 'Metacritic', 'Value': '48/100'}]"
3641,Drama Science Fiction Mystery,http://www.atlasshruggedmovie.com/,trilogy ayn rand,"Approaching collapse, the nation's economy is quickly eroding. As crime and fear take over the countryside, the government continues to exert its brutal force against the nation's most productive who are mysteriously vanishing - leaving behind a wake of despair. One man has the answer. One woman stands in his way. Some will stop at nothing to control him. Others will stop at nothing to save him. He swore by his life. They swore to find him.",2014,Atlas Shrugged: Who Is John Galt?,James Manera,"James Manera (screenplay), Harmon Kaslow (screenplay), John Aglialoro (screenplay), Ayn Rand (novel)","Kristoffer Polaha, Laura Regan, Peter Mackenzie, Greg Germann",https://m.media-amazon.com/images/M/MV5BMTg2ODk3OTcwOF5BMl5BanBnXkFtZTgwMjgzNzM2NDE@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '4.3/10'}, {'Source': 'Rotten Tomatoes', 'Value': '0%'}, {'Source': 'Metacritic', 'Value': '9/100'}]"
3642,Comedy Crime Drama,,brother brother relationship robbery burglar language barrier motel,"Upon his release from a mental hospital following a nervous breakdown, the directionless Anthony joins his friend Dignan, who seems far less sane than the former. Dignan has hatched a hair-brained scheme for an as-yet-unspecified crime spree that somehow involves his former boss, the (supposedly) legendary Mr. Henry.",1996,Bottle Rocket,Wes Anderson,"Owen Wilson, Wes Anderson","Luke Wilson, Owen Wilson, Ned Dowd, Shea Fowler",https://m.media-amazon.com/images/M/MV5BNDA3NGEwZGYtN2I0Yy00M2E3LWEzNmItNzUwOWUyYmUzYWZmXkEyXkFqcGdeQXVyNTgzMzU5MDI@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '7.0/10'}, {'Source': 'Rotten Tomatoes', 'Value': '85%'}, {'Source': 'Metacritic', 'Value': '66/100'}]"
3643,Crime Drama Thriller,,brother brother relationship bar gun hostage siege,Three petty thieves who the police believe to be major criminals are chased into a basement bar where they take five hostages including all the bar employees. The rest of the movie deals with the cops lurking outside the bar while the trio try to get hold of the situation inside.,1996,Albino Alligator,Kevin Spacey,Christian Forte,"Matt Dillon, Faye Dunaway, Gary Sinise, William Fichtner",https://m.media-amazon.com/images/M/MV5BYzc0OWIzMDctNDE1Ny00NjMxLTg1YjQtZDIzY2Y4NDhjNDUxXkEyXkFqcGdeQXVyNjU0NTI0Nw@@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '6.1/10'}, {'Source': 'Rotten Tomatoes', 'Value': '50%'}, {'Source': 'Metacritic', 'Value': '48/100'}]"
3644,Drama Foreign History,http://gandhimyfather.erosentertainment.com/,biography mahatma gandhi tragedy,"With Gandhi My Father, producer Anil Kapoor and director Feroz Abbas Khan have shed light onto Gandhi the person, rather than Gandhi the icon. Using Gandhi’s political career as a canvas, the film paints a picture of his intricate, complex, and strained relationship with his son Harilal Gandhi.",2007,"Gandhi, My Father",Feroz Abbas Khan,"Feroz Abbas Khan, Chandulal Dalal (book), Neelamben Parikh (book), H. Banerjee (Subtitles)","Akshaye Khanna, Darshan Jariwala, Shefali Shah, Bhoomika Chawla",https://m.media-amazon.com/images/M/MV5BMGFhYmJiYWYtZjM3Mi00ZDA5LWIwNjgtNWU0ZDFmZThhYjZjXkEyXkFqcGdeQXVyODE5NzE3OTE@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '7.3/10'}, {'Source': 'Rotten Tomatoes', 'Value': '47%'}, {'Source': 'Metacritic', 'Value': '57/100'}]"
3645,Documentary,http://www.sonyclassics.com/standardoperatingprocedure/,prison prisoner jail guard prison cell bagdad,Errol Morris examines the incidents of abuse and torture of suspected terrorists at the hands of U.S. forces at the Abu Ghraib prison.,2008,Standard Operating Procedure,Errol Morris,N/A,"Megan Ambuhl Graner, Javal Davis, Ken Davis, Anthony Diaz",https://m.media-amazon.com/images/M/MV5BMTQ4NDY3NDUwNF5BMl5BanBnXkFtZTcwODQyNzQ2MQ@@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '7.4/10'}, {'Source': 'Rotten Tomatoes', 'Value': '79%'}, {'Source': 'Metacritic', 'Value': '70/100'}]"
3646,Drama,,punk independent film coming of age teenage girl alcoholic father,"Dennis Hopper is a hard-drinking truck driver who loses control of his truck under the influence and slams it into a busload of screaming children. After serving his five year jail sentence, Hopper finds his daughter, Cebe (Linda Manz), the love of his live, grown into a rebellious punk in a backwater town, having barely been looked after by her junkie mon (Sharron Farrell). Cebe's hopes of once again becoming a ""normal"" family painfully proves to be doomed, as she desperately tries to hold everyone together. Hopper's loose, naturalistic style and sympathetic, yet critical attitude infuses the drama with a painful power that finally erupts in a devastating and thrillling conclusion.",1980,Out of the Blue,Dennis Hopper,"Leonard Yakir, Brenda Nielson","Linda Manz, Dennis Hopper, Sharon Farrell, Don Gordon",https://m.media-amazon.com/images/M/MV5BODYwMzllOGQtNTdiMy00ZDgzLWFhNTctMDFjZTQ1MWY2ZDM5XkEyXkFqcGdeQXVyMDAyMTY3Nw@@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '7.3/10'}, {'Source': 'Rotten Tomatoes', 'Value': '92%'}]"
3647,Comedy Horror,,cabin chainsaw hillbilly body in chipper cut off jeans,"Two hillbillies are suspected of being killers by a group of paranoid college kids camping near the duo's West Virginian cabin. As the body count climbs, so does the fear and confusion as the college kids try to seek revenge against the pair.",2010,Tucker and Dale vs Evil,Eli Craig,"Eli Craig, Morgan Jurgenson","Tyler Labine, Alan Tudyk, Katrina Bowden, Jesse Moss",https://m.media-amazon.com/images/M/MV5BODQ5NDQ0MjkwMF5BMl5BanBnXkFtZTcwNDg1OTU4NQ@@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '7.5/10'}, {'Source': 'Rotten Tomatoes', 'Value': '85%'}, {'Source': 'Metacritic', 'Value': '65/100'}]"
3648,Drama Romance,,independent film,A holiday fable that tells the story of an elderly man discovering love for the first time.,2008,"Lovely, Still",Nicholas Fackler,"Nicholas Fackler, Tim Kasher (additional writing by)","Martin Landau, Ellen Burstyn, Elizabeth Banks, Adam Scott",https://m.media-amazon.com/images/M/MV5BMjExMTgwMDk5OV5BMl5BanBnXkFtZTcwOTM0MDQzMw@@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '7.1/10'}, {'Source': 'Rotten Tomatoes', 'Value': '73%'}, {'Source': 'Metacritic', 'Value': '57/100'}]"
3649,Action Drama Romance,,mountains engineer railroad ethics,"Engineer Johnny Munroe is enlisted to build a railroad tunnel through a mountain to reach mines. His task is complicated, and his ethics are compromised, when he falls in love with his boss's daughter",1947,Tycoon,Richard Wallace,"Borden Chase (screenplay), John Twist (screenplay), C.E. Scoggins (adapted from the novel by)","John Wayne, Laraine Day, Cedric Hardwicke, Judith Anderson",https://m.media-amazon.com/images/M/MV5BNWQwYWI2ZjEtN2VkYi00YmY4LWE4ZTQtOGEzYzllN2EyYzRkL2ltYWdlXkEyXkFqcGdeQXVyNjQzNDI3NzY@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '6.3/10'}]"
3650,Comedy Drama,,bomb fire fbi quarantine independent film,"An academic obsessed with ""roadside attractions"" and his tv-star daughter finally discover the world's largest ice cream cone, the centerpiece for an old gold-rush town struggling to stay on the map. They end up staying longer than expected because of an accident that spilled an unknown cola ingredient all over the highway. They spend the next few days with the various residents of the town which include a teenage girl who loves to blow things up and a boy trying to keep alive his fathers dream of building a beachside resort in the middle of the desert.",1998,Desert Blue,Morgan J. Freeman,Morgan J. Freeman,"Casey Affleck, Brendan Sexton III, Kate Hudson, Christina Ricci",https://m.media-amazon.com/images/M/MV5BNDIzZDhkZGUtMTg4NC00MGU2LTgyZjAtMmJhOTE3YWUzYTY3XkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '6.2/10'}, {'Source': 'Rotten Tomatoes', 'Value': '37%'}]"
3651,Horror Science Fiction Thriller,,,"Luke and Roger are just another couple of college guys trying to lose their virginity. But when Luke sees something unusual, he begins to suspect that the girls on campus aren't exactly...human.",2004,Decoys,Matthew Hastings,"Matthew Hastings, Tom Berry","Corey Sevier, Stefanie von Pfetten, Kim Poirier, Elias Toufexis",https://m.media-amazon.com/images/M/MV5BMTYxODUwMjk1Ml5BMl5BanBnXkFtZTcwNzIwMjUyMQ@@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '4.6/10'}]"
3652,Horror Thriller,http://www.stayinyourroom.com/,rap music pennsylvania brother sister relationship farm grandparents,"The terrifying story of a brother and sister who are sent to their grandparents' remote Pennsylvania farm for a weeklong trip. Once the children discover that the elderly couple is involved in something deeply disturbing, they see their chances of getting back home are growing smaller every day.",2015,The Visit,M. Night Shyamalan,M. Night Shyamalan,"Olivia DeJonge, Ed Oxenbould, Deanna Dunagan, Peter McRobbie",https://m.media-amazon.com/images/M/MV5BMTg3OTM2OTc5MV5BMl5BanBnXkFtZTgwMjMxNDM0NTE@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '6.2/10'}, {'Source': 'Rotten Tomatoes', 'Value': '67%'}, {'Source': 'Metacritic', 'Value': '55/100'}]"
3653,Drama War,,iraq iraq war,Redacted is a film written and directed by Brian De Palma that is a fictional drama loosely based on the Mahmudiyah killings in Iraq.,2007,Redacted,Brian De Palma,Brian De Palma,"Izzy Diaz, Rob Devaney, Ty Jones, Anas Wellman",https://m.media-amazon.com/images/M/MV5BMTM2OTY5MDAwNF5BMl5BanBnXkFtZTcwNTA4MTU1MQ@@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '6.1/10'}, {'Source': 'Rotten Tomatoes', 'Value': '45%'}, {'Source': 'Metacritic', 'Value': '52/100'}]"
3654,Romance Thriller,,beach murder,"Young Scott Doherty (Adam Garcia) gets suspicious when his mother (Jacqueline Bisset) plans to wed Oliver Vance (Stuart Wilson) soon after her husband's untimely death. Scott investigates with Oliver's pretty daughter, Kelly (Alice Evans), who shared Scott's doubts about the upcoming nuptials. Along the way, he falls in love with Kelly, but a fatal explosion turns Scott's life upside down - and the evidence points to him as the murderer. Has he been framed?",2004,Fascination,Klaus Menzel,"Daryl Haney (based on a screenplay by), John L. Jacobs (based on a screenplay by), Klaus Menzel","James Naughton, Jacqueline Bisset, Adam Garcia, Stuart Wilson",https://m.media-amazon.com/images/M/MV5BMTEwMDExODUyODleQTJeQWpwZ15BbWU3MDc4MzY3MzQ@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '3.7/10'}, {'Source': 'Rotten Tomatoes', 'Value': '4%'}, {'Source': 'Metacritic', 'Value': '13/100'}]"
3655,Horror Thriller Science Fiction,,found footage area 51,"Three young conspiracy theorists attempt to uncover the mysteries of Area 51, the government's secret location rumored to have hosted encounters with alien beings. What they find at this hidden facility exposes unimaginable secrets.",2015,Area 51,Oren Peli,"Christopher Denham, Oren Peli","Reid Warner, Darrin Bragg, Ben Rovner, Jelena Nik",https://m.media-amazon.com/images/M/MV5BMTU3ODYwMTk0Ml5BMl5BanBnXkFtZTgwMjkzMjY0NTE@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '4.2/10'}, {'Source': 'Rotten Tomatoes', 'Value': '14%'}, {'Source': 'Metacritic', 'Value': '30/100'}]"
3656,Thriller,http://www.mientrasduermeslapelicula.com/,barcelona spain blackmail concierge caretaker stalking,"Apartment concierge Cesar is a miserable person who believes he was born without the ability to be happy. As a result, he decides his mission is to make life hell for everyone around him. A majority of the tenants are easy to agitate, but Clara proves to be harder than the most. So Cesar goes to creepy extremes to make this young woman mentally break down. Things get even more complicated in this twisted relationship when her boyfriend, Marcos, shows up.",2011,Sleep Tight,Jaume Balagueró,Alberto Marini (screenplay),"Luis Tosar, Marta Etura, Alberto San Juan, Petra Martínez",https://m.media-amazon.com/images/M/MV5BMGU1YWIxZDQtYTgyNi00YmU5LWI3YmMtZmQwNjUxZDIwZjczXkEyXkFqcGdeQXVyMTA0MjU0Ng@@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '7.2/10'}, {'Source': 'Metacritic', 'Value': '70/100'}]"
3657,Horror Comedy Crime Thriller,,ransom hostage hostage drama,"In a remote part of the countryside, a bungled kidnapping turns into a living nightmare for four central characters when they cross paths with a psychopathic farmer and all hell breaks loose.",2008,The Cottage,Paul Andrew Williams,Paul Andrew Williams,"Andy Serkis, Reece Shearsmith, Jennifer Ellison, Steven O'Donnell",https://m.media-amazon.com/images/M/MV5BZDg2YmI0N2ItYWQzMS00NzIxLTk2ZDYtYjI4OGIwNmE4NDhhXkEyXkFqcGdeQXVyMTMxMTY0OTQ@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '6.1/10'}, {'Source': 'Rotten Tomatoes', 'Value': '72%'}]"
