movie_index,genres,keywords,production_year,title,director,writer,actors
3234,Crime Drama Thriller,journalism underground tv station sociopath home invasion,2014,nightcrawler,dangilroy,dangilroy,"jakegyllenhaal,michaelpapajohn,marcorodrã­guez,billpaxton"
3235,Comedy Horror,island machete beautiful woman serial killer murder hunt,2004,club dread,jaychandrasekhar,"jaychandrasekhar,kevinheffernan,stevelemme,paulsoter,erikstolhanske","elenalyons,danmontgomeryjr.,tanjareichert,natfaxon"
3236,Drama Family Music Romance,resistance austria world war ii musical music competition,1965,the sound of music,robertwise,"georgehurdalek(withthepartialuseofideasby),howardlindsay(fromthestagemusicalbookby),russelcrouse(fromthestagemusicalbookby),ernestlehman ","julieandrews,christopherplummer,eleanorparker,richardhaydn"
3237,Comedy Fantasy Romance,bachelor mermaid,1984,splash,ronhoward,"briangrazer ,brucejayfriedman ,lowellganz ,babaloomandel ,brucejayfriedman ","tomhanks,darylhannah,eugenelevy,johncandy"
3238,Comedy Drama,california brother sister relationship wife husband relationship family's daily life oscar award,2006,little miss sunshine,"jonathandayton,valeriefaris",michaelarndt,"abigailbreslin,gregkinnear,pauldano,alanarkin"
3239,Crime Drama,based on novel friendship coming of age railroad track story within the story,1986,stand by me,robreiner,"stephenking ,raynoldgideon ,brucea.evans ","wilwheaton,riverphoenix,coreyfeldman,jerryo'connell"
3240,Horror Thriller Science Fiction,london england manchester city submachine gun gas station survivor,2002,28 days later,dannyboyle,alexgarland,"alexpalmer,bindudestoppani,jukkahiltunen,davidschneider"
3241,Drama,hip-hop dance performance dance breakdance musical,2004,you got served,chrisstokes,chrisstokes,"omarion,marqueshouston,jenniferfreeman,jarellhouston"
3242,Crime Drama,prison based on novel island mouse alcatraz,1979,escape from alcatraz,donsiegel,"j.campbellbruce(book),richardtuggle ","clinteastwood,patrickmcgoohan,robertsblossom,jackthibeau"
3243,Comedy Romance,,2002,brown sugar,rickfamuyiwa,"michaelelliot ,michaelelliot ,rickfamuyiwa ","tayediggs,sanaalathan,yasiinbey,nicoleariparker"
3244,Comedy Thriller Crime Romance,revenge african american dating,1996,a thin line between love and hate,martinlawrence,"martinlawrence ,martinlawrence ,bentleykyleevans ,kennybuford ,kimbass ","martinlawrence,lynnwhitfield,reginaking,bobbybrown"
3245,Comedy Drama,painter father son relationship therapist cancer psychologist,2011,50/50,jonathanlevine,willreiser,"josephgordon-levitt,sethrogen,annakendrick,brycedallashoward"
3246,Horror Mystery Thriller,japan suicide photographer honeymoon nightmare,2008,shutter,masayukiochiai,lukedawson ,"joshuajackson,rachaeltaylor,megumiokina,daviddenman"
3247,Comedy Romance,male friendship friendship dating relationship duringcreditsstinger,2014,that awkward moment,tomgormican,tomgormican,"zacefron,milesteller,michaelb.jordan,imogenpoots"
3248,Comedy,,1981,modern problems,kenshapiro,"kenshapiro,tomsherohman,arthursellers ","chevychase,pattid'arbanville,dabneycoleman,marykayplace"
3249,Adventure,blow job cigarette smoking illegal drugs smoking weed shoes,2016,kicks,justintipping,"joshuabeirne-golden,justintipping","jahkingguillory,christophermeyer,christopherjordanwallace,kyndall"
3250,Drama Comedy Romance,shakespeare bachelor new love rage and hate lover,1993,much ado about nothing,kennethbranagh,"williamshakespeare(play),kennethbranagh(adaptation)","richardbriers,katebeckinsale,imeldastaunton,jimmyyuill"
3251,Adventure Action Thriller,london england suicide england switzerland secret identity,1969,on her majesty's secret service,peterr.hunt,"simonraven(additionaldialogue),richardmaibaum ","georgelazenby,dianarigg,tellysavalas,gabrieleferzetti"
3252,Horror Thriller Mystery Fantasy,fire kidnapping nightmare earthquake insomnia,1994,new nightmare,wescraven,"wescraven ,wescraven","jeffdavis,heatherlangenkamp,mikohughes,mattwinston"
3253,Drama Comedy Romance Family,high school prom next door neighbor,1999,drive me crazy,johnschultz,"toddstrasser ,robthomas ","melissajoanhart,adriangrenier,stephencollins,markmetcalf"
3254,Drama,black people spelling spelling bee,2006,akeelah and the bee,dougatchison,dougatchison,"kekepalmer,laurencefishburne,angelabassett,curtisarmstrong"
3255,Comedy Crime,smoking company marijuana drug woman director,1998,half baked,tamradavis,"davechappelle,nealbrennan","davechappelle,guillermodã­az,jimbreuer,harlandwilliams"
3256,Comedy,minnesota small town economy plants vegetarian,2009,new in town,jonaselmer,"kenrance,c.jaycox","renã©ezellweger,harryconnickjr.,siobhanfallonhogan,j.k.simmons"
3257,Thriller Drama Crime,based on novel wall street psychopath white collar harvard business school,2000,american psycho,maryharron,"breteastonellis ,maryharron ,guinevereturner ","christianbale,justintheroux,joshlucas,billsage"
3258,Drama Comedy Romance,suicide sex jealousy dream blackmail,2002,the good girl,miguelarteta,mikewhite,"jenniferaniston,deborahrush,mikewhite,johncarrolllynch"
3259,Action Comedy Crime,canada police murder killer buddy cop,2006,bon cop bad cop,erikcanuel,"leilabasen,alexepstein,patrickhuard(scenario),kevintierney(script)","michelbeaudry,patricebã©langer,pierreboudreau,sarainboylan"
3260,Action Thriller Crime,boston sheep friendship sequel revenge,2009,the boondock saints ii: all saints day,troyduffy,"troyduffy ,troyduffy ,taylorduffy ","seanpatrickflanery,normanreedus,billyconnolly,cliftoncollinsjr."
3261,Drama,based on novel uruguay,2009,the city of your final destination,jamesivory,"ruthprawerjhabvala ,petercameron ","nicholasblandullo,sofã­aviruboff,jamesmartin,omarmetwally"
3262,Comedy Drama Romance,masseuse thanksgiving party romance mother daughter relationship,2013,enough said,nicoleholofcener,nicoleholofcener,"julialouis-dreyfus,lennieloftin,jessicast.clair,christophernicholassmith"
3263,Comedy,lie high school school teen movie rumor,2010,easy a,willgluck,bertv.royal,"emmastone,pennbadgley,amandabynes,danbyrd"
3264,Comedy Drama Romance,,1994,the inkwell,mattyrich,"treyellis,parisqualles","larenztate,joemorton,suzzannedouglas,glynnturman"
3265,Drama Horror,film director dracula \u00a0nosferatu,2000,shadow of the vampire,e.eliasmerhige,stevenkatz,"johnmalkovich,willemdafoe,udokier,caryelwes"
3266,Comedy,single parent waitress fountain friendship high school,2011,prom,joenussbaum,katiewech,"aimeeteegarden,thomasmcdonell,devaughnnixon,daniellecampbell"
3267,Comedy Romance,independent film mistaken identity,1996,the pallbearer,mattreeves,"jasonkatims,mattreeves","davidschwimmer,gwynethpaltrow,michaelrapaport,tonicollette"
3268,Comedy,,1999,held up,steverash,"jeffeastin ,erikfleming ,jeffeastin ,gregrichards(concept)","jamiefoxx,nialong,barrycorbin,johncullum"
3269,Comedy Drama Romance,woman director,2000,woman on top,finatorres,verablasi,"penã©lopecruz,murilobenã­cio,haroldperrineau,markfeuerstein"
3270,Drama Romance,based on novel sister sister relationship empowerment sister turn of the century,1992,howards end,jamesivory,"e.m.forster ,ruthprawerjhabvala ","vanessaredgrave,helenabonhamcarter,josephbennett,emmathompson"
3271,Animation Comedy Drama Romance,sex depression existentialism,2015,anomalisa,"dukejohnson,charliekaufman",charliekaufman,"davidthewlis,jenniferjasonleigh,tomnoonan"
3272,Comedy Drama,jealousy cooking garden funeral season,2010,another year,mikeleigh,mikeleigh,"jimbroadbent,ruthsheen,lesleymanville,olivermaltman"
3273,Comedy Thriller Music Crime Mystery,upper class women father murder daughter maid,2002,8 women,franã§oisozon,"franã§oisozon ,franã§oisozon(adaptation),franã§oisozon(dialogue),marinadevan(collaborationonscreenplay),robertthomas(play)","virginieledoyen,danielledarrieux,firminerichard,catherinedeneuve"
3274,Action Thriller,yakuza los angeles samurai sword,1991,showdown in little tokyo,markl.lester,"stephenglantz,caliopebrattlestreet","dolphlundgren,brandonlee,cary-hiroyukitagawa,tiacarrere"
3275,Comedy Crime Drama Thriller,small town fbi widow murder independent film,1998,clay pigeons,daviddobkin,matthewl.healy,"joaquinphoenix,gregorysporleder,georginacates,scottwilson"
3276,Comedy Drama,suicide depression independent film coming of age teen movie,2010,it's kind of a funny story,"annaboden,ryanfleck","annaboden ,ryanfleck ,nedvizzini ","keirgilchrist,danadevestern,laurengraham,jimgaffigan"
3277,Comedy Drama History,machinist aftercreditsstinger duringcreditsstinger equal pay discrimination,2010,made in dagenham,nigelcole,williamivory,"sallyhawkins,andreariseborough,jaimewinstone,lorrainestanley"
3278,Drama,father son relationship memory hospital confrontation family,2007,when did you last see your father?,anandtucker,"davidnicholls ,blakemorrison(book)","bradleyjohnson,jimbroadbent,julietstevenson,alannahbarlow"
3279,Drama Romance,oregon olympic games sport runner,1997,prefontaine,stevejames,"stevejames,eugenecorr","jaredleto,r.leeermey,edo'neill,breckinmeyer"
3280,Drama Adventure,highwayman,1983,the wicked lady,michaelwinner,"lesliearliss ,michaelwinner ,gordonglennon(additionaldialogue),aimã©estuart(additionaldialogue),magdalenking-hall(fromthebook""lifeanddeathofthewickedladyskelton""by)","fayedunaway,alanbates,johngielgud,denholmelliott"
3281,Animation Family Fantasy,barbarian underwater trapped sea monster woman director,2009,the secret of kells,"tommmoore,noratwomey(co-director)","tommmoore(originalstory),fabriceziolkowski ","evanmcguire,christenmooney,brendangleeson,micklally"
3282,Comedy Music Romance Drama,,2013,begin again,johncarney,johncarney,"jamescorden,keiraknightley,markruffalo,haileesteinfeld"
3283,Drama Romance,indian territory beach stetson san fernando valley strange person,2005,down in the valley,davidjacobson,davidjacobson,"edwardnorton,evanrachelwood,davidmorse,roryculkin"
3284,Drama Action Thriller,,2007,brooklyn rules,michaelcorrente,terencewinter,"pauloaraujo,danieltay,tythomasreed,briano'neill"
3285,TV Movie Romance Drama,spy war british secret service,2012,restless,edwardhall,williamboyd(by),"hayleyatwell,rufussewell,michelledockery,michaelgambon"
3286,Comedy Music Mystery Crime,,2003,the singing detective,keithgordon,"dennispotter ,dennispotter(televisionseries)","robertdowneyjr.,robinwright,melgibson,jeremynortham"
3287,Drama Romance War,,1998,the land girls,davidleland,"angelahuth ,keithdewhurst,davidleland","catherinemccormack,rachelweisz,annafriel,stevenmackintosh"
3288,Romance Comedy Drama Horror,vororte black humor satire dark comedy gore,2006,fido,andrewcurrie,"robertchomiak,andrewcurrie,dennisheaton,dennisheaton(originalstory)","davidkaye,janskorzewski,kevintyell,andyparkin"
3289,Comedy Drama Romance,con man release from prison independent film,2005,the wendell baker story,"andrewwilson,lukewilson",lukewilson,"lukewilson,evamendes,jacobvargas,owenwilson"
3290,Action Comedy,london england mother robbery detective assassin,2010,wild target,jonathanlynn,"lucindacoxon ,pierresalvadori(film""cibleã©mouvante"")","billnighy,emilyblunt,rupertgrint,ruperteverett"
3291,Crime Horror Thriller,female nudity pathology student of medicine extortion drug use,2008,pathology,marcschã¶lermann,"markneveldine,briantaylor","miloventimiglia,michaelweston,alyssamilano,laurenleesmith"
3292,Drama,woman director,2009,wuthering heights,n/a,n/a,"tomhardy,charlotteriley,andrewlincoln,sarahlancashire"
3293,Comedy Crime Drama Romance,underdog secret society friendship pistol self esteem,2005,dear wendy,thomasvinterberg,larsvontrier,"jamiebell,billpullman,michaelangarano,dansogordon"
3294,Drama,new age woman director healer,2014,aloft,claudiallosa,claudiallosa,"jenniferconnelly,cillianmurphy,mã©lanielaurent,williamshimell"
3295,Science Fiction Animation,saving the world total destruction megacity street gang underground,1988,akira,katsuhiroã”tomo,"katsuhiroã”tomo ,izã´hashimoto ,katsuhiroã”tomo(manga)","mitsuoiwata,nozomusasaki,mamikoyama,tesshã´genda"
3296,Drama Action Thriller Crime,vineyard rifle drug trade violence shot in the stomach,2007,bobby z,johnherzfeld,"bobkrakower ,larryschapiro ,donwinslow ","paulwalker,laurencefishburne,oliviawilde,jasonflemyng"
3297,Drama,quebec sport ice hockey hockey player montreal canadiens,2005,the rocket,charlesbinamé,kenscott,"roydupuis,stephenmchattie,julielebreton,philipcraig"
3298,Action Drama Thriller,,2014,swelter,keithparmer,keithparmer,"jean-claudevandamme,courtneyhope,joshhenderson,alfredmolina"
3299,Comedy Romance,hong kong macau woman director,2013,my lucky star,denniegordon,"amysnow ,chrischow ,haihuang ,yaomeng ,denniegordon ,amysnow ,mingbeaverkwei ,wen-chiachang(developmentexecutive)","ziyizhang,leehomwang,terrikwan,ryanzheng"
3300,Drama Comedy Romance,london england flower shop homosexuality lesbian lgbt,2005,imagine me & you,olparker,olparker,"piperperabo,lenaheadey,matthewgoode,celiaimrie"
3301,Drama,cook friendship,2016,mr. church,bruceberesford,susanmcmartin,"eddiemurphy,brittrobertson,nataschamcelhone,xaviersamuel"
3302,Thriller Crime,london england female nudity women countryside based on novel,2003,swimming pool,franã§oisozon,"franã§oisozon ,emmanuã¨lebernheim,sionanno'neill(translation:english)","charlotterampling,ludivinesagnier,charlesdance,jean-marielamour"
3303,Action Drama,,2013,green street 3: never back down,jamesnunn,ronniethompson,"scottadkins,kaceyclarke,joeyansah,jackdoolan"
3304,Action Adventure Science Fiction,martial arts post-apocalyptic sport revenge independent film,1989,the blood of heroes,davidwebbpeoples,davidwebbpeoples,"rutgerhauer,delroylindo,annakatarina,vincentd'onofrio"
3305,Action Crime Thriller,,2016,code of honor,michaelwinnick,michaelwinnick,"stevenseagal,craigsheffer,jamesrusso,louismandylor"
3306,Comedy Drama,individual black people chauffeur atlanta widow,1989,driving miss daisy,bruceberesford,"alfreduhry ,alfreduhry(play)","morganfreeman,jessicatandy,danaykroyd,pattilupone"
3307,Comedy Drama,sister family relationships unity,1997,soul food,georgetillmanjr.,georgetillmanjr.,"vanessawilliams,vivicaa.fox,nialong,michaelbeach"
3308,Crime Action Comedy Thriller,new york martial arts supermarket gang war disabled child,1995,rumble in the bronx,stanleytong,"edwardtang,fibema","jackiechan,anitamui,franã§oiseyip,billtung"
3309,Drama War,fire classroom hostage rain horse,2014,far from men,davidoelhoffen,"davidoelhoffen,albertcamus(shortstory:l'hã´te),antoinelacomblez(collaboration)","viggomortensen,redakateb,djemelbarek,vincentmartin"
3310,Comedy Drama,father son relationship capitalism based on novel smoking lie,2005,thank you for smoking,jasonreitman,"jasonreitman ,christopherbuckley ","joanlunden,erichaberman,aaroneckhart,maryjosmith"
3311,Horror,prague bratislava castration ladies' man student,2007,hostel: part ii,eliroth,"eliroth,eliroth ","laurengerman,rogerbart,heathermatarazzo,bijouphillips"
3312,Drama Romance,adolescence age difference self-discovery coming of age love affair,2009,an education,lonescherfig,"lynnbarber(memoir),nickhornby ","careymulligan,oliviawilliams,alfredmolina,caraseymour"
3313,Comedy Drama Romance,salesclerk,2005,shopgirl,anandtucker,"stevemartin ,stevemartin ","stevemartin,clairedanes,jasonschwartzman,bridgettewilson-sampras"
3314,Comedy Drama,suicide bomb prostitute rape sex,1984,the hotel new hampshire,tonyrichardson,"johnirving ,tonyrichardson ","roblowe,jodiefoster,paulmccrane,beaubridges"
3315,Action Crime Drama Thriller,assertion investigation internal affairs narcotics cop,2002,narc,joecarnahan,joecarnahan,"danleis,jasonpatric,lloydadams,meaganissa"
3316,Comedy,sport,2002,men with brooms,paulgross,"paulgross ,grahamwagner(storyeditor),johnkrizanc ,paulquarrington ,paulgross ,johnkrizanc ","jamesb.douglas,mollyparker,paulgross,barbaragordon"
3317,Action Adventure Comedy Crime,,2008,witless protection,charlesrobertcarner,"charlesrobertcarner ,charlesrobertcarner ,alanc.blomquist ","larrythecableguy,richardbull,j.davidmoeller,willclinger"
3318,Drama Romance,,2004,the work and the glory,russellholt,"russellholt,geraldn.lund ","samhennings,brendastrong,ericjohnson,alexandercarroll"
3319,Comedy,infidelity con man thief independent film business,2009,extract,mikejudge,mikejudge,"jasonbateman,milakunis,kristenwiig,benaffleck"
3320,Drama Music,journalist musical concert independent film,2003,masked and anonymous,larrycharles,"bobdylan,larrycharles","bobdylan,jeffbridges,penã©lopecruz,johngoodman"
3321,Drama Thriller Crime Foreign,,2001,alias betty,claudemiller,"claudemiller,ruthrendell ","sandrinekiberlain,nicolegarcia,mathildeseigner,luckmervil"
3322,Drama Romance Science Fiction Thriller,seattle shanghai future insurance salesman dystopia,2003,code 46,michaelwinterbottom,frankcottrellboyce,"timrobbins,togoigawa,nabilelouahabi,samanthamorton"
3323,Comedy,racehorse,2012,outside bet,sachabennett,"markbaxter(originalstory),sachabennett,paolohewitt ,nigelsmith","jennyagutter,bobhoskins,vincentregan,phildavis"
3324,Drama,butler dublin maid,2011,albert nobbs,rodrigogarcã­a,"gabriellaprekop ,johnbanville ,glennclose ,georgemoore ,istvã¡nszabã³ ","glennclose,antoniacampbell-hughes,miawasikowska,paulinecollins"
3325,Drama Action Crime,,2012,black november,jetaamata,jetaamata,"mbongamata,enyinnanwigwe,hakeemkae-kazim,anneheche"
3326,Family Comedy Romance,new york from rags to riches family relationships bollywood racer,2007,ta ra rum pum,siddharthanand,"habibfaisal(dialogue),habibfaisal(screenplayanddialogue)","saifalikhan,ranimukerji,javedjaffrey,alihaji"
3327,Animation Drama,civil war parents kids relationship 1970s puberty totalitarian regime,2007,persepolis,"vincentparonnaud,marjanesatrapi","marjanesatrapi(comic),vincentparonnaud(scenario)","chiaramastroianni,danielledarrieux,catherinedeneuve,simonabkarian"
3328,Thriller Adventure Fantasy,basement hole little brother,2009,the hole,joedante,markl.smith,"chrismassoglia,haleybennett,nathangamble,teripolo"
3329,Drama Thriller,dictator trainer classroom fascism group dynamics,2008,the wave,dennisgansel,"ronjones(shortstoryandoriginalprotocols),johnnydawkins(screenplay""thewave""),ronbirnbach(screenplay""thewave""),dennisgansel,peterthorwarth","jã¼rgenvogel,fredericklau,maxriemelt,jenniferulrich"
3330,Thriller Horror,model,2016,the neon demon,nicolaswindingrefn,"nicolaswindingrefn ,nicolaswindingrefn ,marylaws ,pollystenham ","ellefanning,karlglusman,jenamalone,bellaheathcote"
3331,Thriller Crime Drama Action,self-defense widower,2009,harry brown,danielbarber,garyyoung ,"michaelcaine,emilymortimer,charliecreed-miles,davidbradley"
3332,Horror Thriller,bible suspense biblical code revelation (book),1999,the omega code,robertmarcarelli,"stephanblinn ,hollisbarton ","caspervandien,michaelyork,catherineoxenberg,michaelironside"
3333,Comedy Drama Romance,sexuality becoming an adult puberty first time oscar award,2007,juno,jasonreitman,diablocody,"ellenpage,michaelcera,jennifergarner,jasonbateman"
3334,Action,,2015,pound of flesh,erniebarbarash,joshuatoddjames,"jean-claudevandamme,johnralston,akialeong,charlottepeters"
3335,Adventure Action Thriller,spy fight secret organization satellite secret agent,1971,diamonds are forever,guyhamilton,"richardmaibaum ,tommankiewicz ","seanconnery,jillst.john,charlesgray,lanawood"
3336,Drama Crime,italy love at first sight loss of father patriarch organized crime,1972,the godfather,francisfordcoppola,"mariopuzo ,francisfordcoppola ,mariopuzo(basedonthenovelby)","marlonbrando,alpacino,jamescaan,richards.castellano"
3337,Drama Music Romance,dancing dance locksmith welder,1983,flashdance,adrianlyne,"thomashedleyjr. ,joeeszterhas ,thomashedleyjr. ","jenniferbeals,michaelnouri,liliaskala,sunnyjohnson"
3338,Comedy Drama Romance,date sex jealousy fight architect,2009,500 days of summer,marcwebb,"scottneustadter,michaelh.weber","josephgordon-levitt,zooeydeschanel,geoffreyarend,chloëgracemoretz"
3339,Drama Romance,love triangle scotland mother adultery sexuality,1993,the piano,janecampion,janecampion,"hollyhunter,harveykeitel,samneill,annapaquin"
3340,Drama Comedy,dancing florida strip club male stripper novice,2012,magic mike,stevensoderbergh,reidcarolin,"matthewmcconaughey,channingtatum,oliviamunn,alexpettyfer"
3341,Thriller Horror,witch loss of mother small town death penalty lighthouse,2003,darkness falls,jonathanliebesman,"joeharris ,johnfasano ,jamesvanderbilt ,joeharris ","chaneykley,emmacaulfieldford,leecormie,grantpiro"
3342,Adventure Action Thriller,london england new york bomb england spy,1973,live and let die,guyhamilton,tommankiewicz ,"rogermoore,yaphetkotto,janeseymour,cliftonjames"
3343,Comedy Drama Family,mississippi childhood memory dog,2000,my dog skip,jayrussell,"williemorris(book),gailgilchriest ","lukewilson,frankiemuniz,kevinbacon,dianelane"
3344,Comedy Romance,lovesickness love of one's life narration lovers kiss,2008,"definitely, maybe",adambrooks,adambrooks,"ryanreynolds,annguyen,matthewmason,rickderby"
3345,Comedy,african american wedding class differences martha's vineyard,2011,jumping the broom,salimakil,"elizabethhunter ,arlenegibbs ,elizabethhunter ","angelabassett,paulapatton,lazalonso,lorettadevine"
3346,Drama History,telecaster communist political activism tv show politician,2005,"good night, and good luck.",georgeclooney,"georgeclooney,grantheslov","jeffdaniels,davidstrathairn,alexborstein,roseabdoo"
3347,Crime Drama,gay self-fulfilling prophecy based on novel journalism identity,2005,capote,bennettmiller,"danfutterman ,geraldclarke(book)","alliemickelson,kelcistephenson,philipseymourhoffman,craigarchibald"
3348,Thriller Action Crime,gunslinger anti terror ambush mexico showdown,1995,desperado,robertrodriguez,robertrodriguez,"antoniobanderas,salmahayek,joaquimdealmeida,cheechmarin"
3349,Adventure Action Romance Science Fiction,female nudity killer robot nudity utopia teleportation,1976,logan's run,michaelanderson,"davidzelaggoodman ,williamf.nolan(basedonthenovel""logan'srun""),georgeclaytonjohnson(basedonthenovel""logan'srun"")","michaelyork,richardjordan,jennyagutter,roscoeleebrowne"
3350,Adventure Action Thriller,london england england martial arts assassin exotic island,1974,the man with the golden gun,guyhamilton,"richardmaibaum ,tommankiewicz ","rogermoore,christopherlee,brittekland,maudadams"
3351,Action Adventure Comedy Crime Drama,showdown suspicion of murder boxer suspension organized crime,1988,action jackson,craigr.baxley,robertreneau,"carlweathers,craigt.nelson,vanity,sharonstone"
3352,Adventure Horror,mutant expedition cave darkness rope,2005,the descent,neilmarshall,neilmarshall,"shaunamacdonald,nataliemendoza,alexreid,saskiamulder"
3353,Documentary,sport,2000,michael jordan to the max,"donkempf,jamesd.stern",jonathanhock,"michaeljordan,philjackson,dougcollins,bobgreene"
3354,Horror,found footage,2014,devil's due,"mattbettinelli-olpin,tylergillett",lindsaydevlin,"allisonmiller,zachgilford,samanderson,rogerpayano"
3355,Comedy Romance,lsd looking for  birth parents half-brother independent film,1996,flirting with disaster,davido.russell,davido.russell,"benstiller,patriciaarquette,tã©aleoni,marytylermoore"
3356,Drama Horror Crime,sadistic killing fire sheriff bounty hunter,2005,the devil's rejects,robzombie,"robzombie,robzombie ","sidhaig,billmoseley,sherimoonzombie,williamforsythe"
3357,Crime Drama Comedy,california hip-hop harvard university geek coming of age,2015,dope,rickfamuyiwa,rickfamuyiwa,"asaprocky,blakeanderson,brucebeatty,de'aundrebonds"
3358,Drama Action Thriller Crime,,1999,in too deep,michaelrymer,"michaelhenrybrown,paulaaron","omarepps,llcoolj,nialong,stanleytucci"
3359,Horror,upper class halloween psychopath urban legend youth,2003,house of 1000 corpses,robzombie,robzombie,"chadbannon,williambassett,karenblack,erindaniels"
3360,Horror Action Thriller Science Fiction,,1978,alien zone,sharronmiller,davido'malley,"johnericson,ivorfrancis,judithnovgrod,burrdebenning"
3361,Comedy Drama,professor dark comedy telephone call aftercreditsstinger 1960s,2009,a serious man,"ethancoen,joelcoen","joelcoen,ethancoen","michaelstuhlbarg,richardkind,fredmelamed,sarilennick"
3362,Comedy Drama Mystery,independent film,2009,get low,aaronschneider,"chrisprovenzano ,c.gabymitchell ,chrisprovenzano ,scottseeke ","robertduvall,sissyspacek,billmurray,lucasblack"
3363,Adventure Comedy Fantasy Horror,witch cemetery magic time travel aging,1989,warlock,steveminer,davidtwohy,"juliansands,lorisinger,richarde.grant,maryworonov"
3364,Romance Drama,talent success musician woman director,2014,beyond the lights,ginaprince-bythewood,ginaprince-bythewood,"gugumbatha-raw,nateparker,minniedriver,machinegunkelly"
3365,Drama Romance,gay based on novel suicidal death of lover teacher student relationship,2009,a single man,tomford,"christopherisherwood ,tomford(writtenforthescreenby),davidscearce(writtenforthescreenby)","colinfirth,juliannemoore,nicholashoult,matthewgoode"
3366,Drama,christianity traitor jesus christ roman crucifixion,1988,the last temptation of christ,martinscorsese,"nikoskazantzakis ,paulschrader ","willemdafoe,harveykeitel,paulgreco,steveshill"
3367,Romance Comedy Drama,suicide sex sexuality college police,1999,outside providence,michaelcorrente,"peterfarrelly ,michaelcorrente ,bobbyfarrelly ,peterfarrelly ","shawnhatosy,tommybone,samanthalavigne,jonathanbrandis"
3368,Drama Comedy Music Romance,indian lead bollywood modern day adaptation pride & prejudice woman director,2004,bride & prejudice,gurinderchadha,"janeausten ,paulmayedaberges,gurinderchadha","aishwaryaraibachchan,martinhenderson,nadirababbar,anupamkher"
3369,Adventure Drama Action History,child abuse sister sister relationship prosecution australia approved school ,2002,rabbit-proof fence,phillipnoyce,"dorispilkington(book),christineolsen ","everlynsampi,tiannasansbury,lauramonaghan,davidgulpilil"
3370,Comedy,sport,2007,who's your caddy?,donmichaelpaul,"donmichaelpaul,bradleyallenstein,roberthenny","mickpartridge,bigboi,faizonlove,sherrishepherd"
3371,Thriller Action Horror Science Fiction Crime,flooding futuristic police detective,1992,split second,tonymaylam,garyscottthompson,"rutgerhauer,kimcattrall,alastairduncan,michaelj.pollard"
3372,Action Adventure Drama Family,based on novel biography,2001,the other side of heaven,mitchdavis,"mitchdavis,johnh.groberg(book)","christophergorham,annehathaway,joefolau,nathaniellees"
3373,Drama Romance,love of one's life pilot class society pakistan india,2004,veer-zaara,yashchopra,"adityachopra(dialogue),adityachopra ,adityachopra ","shahrukhkhan,preityzinta,ranimukerji,kironkher"
3374,Drama,film making film producer video surveillance sport interracial marriage,2008,redbelt,davidmamet,davidmamet,"maxmartini,mattcable,chiwetelejiofor,alicebraga"
3375,Comedy Drama Romance,mumblecore,2010,cyrus,"jayduplass,markduplass","markduplass,jayduplass","johnc.reilly,jonahhill,marisatomei,catherinekeener"
3376,Drama Family,,1999,a dog of flanders,kevinbrodie,"ouida ,kevinbrodie ,robertsinger ","jackwarden,jeremyjameskissner,jessejames,jonvoight"
3377,Drama Crime,male nudity adultery based on novel infidelity tv show,2002,auto focus,paulschrader,"robertgraysmith(book),michaelgerbosi","gregkinnear,willemdafoe,ritawilson,mariabello"
3378,Drama,new york alcohol sex infidelity nudity,2006,factory girl,georgehickenlooper,"captainmauzner ,simonmonjack ,aaronrichardgolub ,captainmauzner ","siennamiller,guypearce,haydenchristensen,jimmyfallon"
3379,Drama Thriller,suburb violence killing spree prison visit guinea pig,2011,we need to talk about kevin,lynneramsay,"lynneramsay ,rorystewartkinnear ,lionelshriver ","tildaswinton,johnc.reilly,ezramiller,jaspernewell"
3380,Drama Family,angel miracle village christian candle,2013,the christmas candle,johnstephenson,"maxlucado(basedonthenovelby),candacelee ,ericnewman ","hansmatheson,samanthabarks,lesleymanville,sylvestermccoy"
3381,Action Drama,sport catholic mother superior catholic school convent school,2009,the mighty macs,timchambers,"timchambers ,timchambers ,anthonycargano ","carlagugino,marleyshelton,ellenburstyn,davidboreanaz"
3382,Comedy,male nudity female nudity mexico prostitute nudity,1983,losin' it,curtishanson,"billnorton ,billnorton ,bryangindoff ","tomcruise,jackieearlehaley,johnstockwell,johnp.navinjr."
3383,Drama Romance,adoptive mother nymphomaniac mother daughter relationship,2009,mother and child,rodrigogarcã­a,rodrigogarcã­a,"alexandriam.salling,connorkramme,annettebening,eileenryan"
3384,Action Adventure Drama War,gypsy middle east foreign legion wilderness archaeologist,1977,march or die,dickrichards,"davidzelaggoodman ,dickrichards ,davidzelaggoodman ","genehackman,terencehill,catherinedeneuve,maxvonsydow"
3385,Fantasy Comedy Science Fiction,servant time travel clumsy fellow middle ages nobility,1993,the visitors,jean-mariepoirã©,"christianclavier,jean-mariepoirã©","christianclavier,jeanreno,valã©rielemercier,marie-annechazel"
3386,Comedy Drama,milan independent film luxury hotel man in towel\u00a0 woman director,2010,somewhere,sofiacoppola,sofiacoppola,"stephendorff,chrispontius,erinwasson,alexandrawilliams"
3387,Comedy Drama,female nudity based on novel stripper flop dark comedy,2009,i hope they serve beer in hell,bobgosse,"tuckermax ,tuckermax ,nilsparker ","timhuck,lexd.geddings,mattczuchry,yvetteyatesredick"
